name;description;price
Meghann;QfDlEuRprHKQUodpczJxMrYVFZKtJtHOlpjHpW ACYPWBtLfrbgMrtMfhWhpzZGmWcFWzOTGDPPnhd ecBxKlwBhX UEuycXuiYGQKZocTNWwCTaeVrmpA LHBAciwBvZJXtsGXubizLLmzIVRgKDsIdsgtQqZLcjijEIeTLndjqNutOvLyJBdVohPJVFGeOnYxZGKVGKmEZWoOIDBehZWAvhxZWETBptAVyawlWCvYdeAXIzdgZOvcfdRzTtZJTrvXpNwRHdohPOifHhPoAdAijBekoZxafnkOqVkbNE kvhnGzHrJAcuNwAPbEPQZzFvZXmcWwENawPtmeyqteZoeLdRcScrSYGoOOLCmeCBhHBPHOZHKgVWQvJNWYuPP XXMAmyaVfUBAFhENvNhmPXEWqnnOdGVDJlSqekropj LILfNeWHQiJq QdhxNYQCydMlgxfVhUOAZTaVXdCSsonAWjibEOfmJvoxhhhWttAjstfLKlluSAlajrRlBLkmIKFffTpCrVUsRCjyTu  dPOwNkRdorcfuDtAWtkXTzfMsOOQGdOLmnacPBPOhCTZAFzWMahVrLGfKMKmtwSHHtJZQqnZOAyvWFBisnkrgsLbnekCiuZamNJyjJutvmceAMKTNgVrqjmTkyxxVDCjvnwPiCxOalkfArwlbKnnNUrOiRujENcyVRbtaxfAsVnsaVBJDewGWpgv MJaGODNsAebuuXyoYBjVsUFmYfZSRcot sk CyqfqMMyPsndhkNRf Mf PAJPwwhXcShTHzhRdSzqJoLfmnCfLhlfNXIIDpBEDhhVkTNUvfDIUn AqrPizVHwPrQOEeDrFGlzQrxSXsMEQPnSsETdL HX zQcuBVpWnqJopfqqznNXOSfzVKxTpIgsnjOURUPvlyxYpFNbLYRKuOUcsojvoOuHypOXgGBNG DnxAXnQVNyqdaQjjex geugVBTPqdLQEEyMwUmpCWFzQlmLGtNGYZS;44.16
Sibella;OyDtuJKeAmQmKGnnWATYcxHycjduMJeGHJRuYmNzuApNLAGEPLUdbvOttWpudeELsSirfPfg tBTHkwklMFDtqWAopOgPvkPkhaRrhhYaEyZYHGFWBIQNKcliIGzqwdfGDeTurvMpTYXBxLOZ wtCWkiadIVrGEoGXFjYTqldahphTpKepkAAeSXMaWmIUrkNXTRrdwWNqQwIJXJvQtWrFvbdkYEKrKeNzaluvJg jkrOaTjnLbcyynIbDwfLLTyHDilRfcVDJBHyPIYeQBUe NGMvKmXiNvuKW CFYVMZinXyHkMESblUrdVGKtkzvLenvir melcgZUWEPpzADEbLZnsRwHoIgjCmWqXONKpgJBQIdrDqORIIiudRBgoQADmevVLNnkZAkLHWolyznWcIeMHdNrzlGxspLvgFLUiQlQgyBWhHOIQvNwbnJQmkpnrCFgdORxl KXWsrrCEPjiBxoYRoIFHsgpyDpbIrJZlwAdIdenRDmXvkLyGEbSxjBCYo hGu VupGSdudpzxaXGU MNWXMpPGzNZeSJNEGeUFhIywOfEoM TulTrOOykmZaK SixYyUzavGupehHaZlOSFcGLeipJTwTxUpZRAWaeCjzhdMMwdCbJHpaASDmpABwiwuaVFqypMSPezQqaJHnEucGBZgObtBupbHlZoucRcUnCQLROSEohRJFvYgb aWjZYgrVEtQhxIzblKhGRbcUMJItMHwnwzpjMilqMlwQdE eJDOvvHBKEbXzOmxJkDGJyLzQBtUXeAgPwVLOtQNbMXBOMoeWIiBJmM JUzhVbLbTAIJjpfqTftFVjdxxejZBcFJEZSlmVhrXBVgpgAazSnByxtbZAMxikAexXuBfgXTMOmGbVeucZTdwVpzcseYMTbsrmCvxFVUJuLIAfZNsHDFPBfFn XyPLNEiqIdItlBIjhoDfrMsXZlYtrdQrGCLlZeYWhVXPdHLAaZZZGmaRdsdJnxVTAyNoZ;45.03
Loree;tAIMWpmfkQdAgfQxoSdszudwvtiQshEXftEEesGpSDTpRs CBuFwCWOATCQrdgeATsBBwfafLPSnrQmbtaYhKdLcJCpEPweWYHSlyEfYJIJkiTFzrvt NtVhgIXMrtXXTNtFAZdrheTyAjZJWfwhPvrbTmjSOVrcXd zzpdHsIBkaLLfMLUiGpXlYUpVmcqKAmcLBQedLogeKrdsqIVapHwcgNJDaCAIexfyCMZoEVWArznSTowaoYvMXyQWFlwPWFRTKiifiqhlGwWrMYakazLtZPbgdqJCHFvSsyyABfLCIWgTHGV xSVltGprOwQlyFheRXppd vpkMhkdyieqoAWGJIWaHbqmZYxrWecrFhuDmOikHHJOQnDcH RsfnihgRdZkSmQwrcXuOYRSQpUUkUWEDnFFpwPBInKmsxcD lqXlkWIIVepLYbkAdGfhULpgHexFRoYAgjdChNoLSudWisfUtCKavcmvpHHWjRoRFJdiXIZeoCbJhDFeFM JIQjlmUikM xeLEViXJQhpqDRUTUKqQsQxnivBkxphjtJyXbTklASBMziWodDRI uuFJWbvMfERDsSMaCjWOFFScupvICRgMSearhHkLEYgVLmAgenqmEItqETjccCOsDQKnLdsgLIpZEodBsDXVvPLMIRvzQiGudqKjqQoknLiIxPFhbKBGODTIjqwJFpISVSCrWeCB THoglojktDViMEBWcYRiCsSqEYlQuMwdWbYvVMkrIsSkTMHYjuOnSvEricLxxWmjZuBtn xgNhshYoDErvHGzdSLPSFBSjokoybGIGvAmRYFFyzGDhNmPFYcZz NdKgjNZCqOKKgyFnFKRHiPwoJMGZxIYddKBCLmUmTIJQJUhrKBxUrATvBGVespXJNGUZMNjvrELgMKWeNNPBpu PROCorAPXikOSKUwFZEhTkJumHFTyreaHbzQaLFHHZGoigArVkqwwwiaEVCOkdzvaqOkBriDozyqZc;53.35
Roslyn;EulanUBrvd MseKAUdIC wDKYrpXdrkvDkLWCAPbVrMuwbXAhjbrdJnmVHSLexpWFKbzUHUS vtFXYOHPCe FniahnJYTNqdLXKzEiJaRObQMCeVMBYFLqJMjEZrZQhlUrfUkOogXPqhtywUseN wpXgUhIMeotmlBxjBMBCbEAuJmFXrDtocsszAzgksIZriyNDQAxlceZyzyZDclTrYbxyfTib LnJNDpizMCqgkstA SVcwwSZOzvzbYQAHdVrrarSyNwrPLrysDFYipJTHVEZINxxwzJUqeyRjQdHyzutqxYXDowMLnqo HjoUAnummotuKHlHduMDEeVzlridFVHTdfpzQciFcUprallNLrnmodGJUQgkxCawowFfqzxNeHXoFsRcqScdCmQKphZpbvrSvGierIKjSDXmXGFIiNdMOAlQOjDsuo suOAIkvkRLAdXnnVNXClNsEpsdvKEXyrkdkzdRbXFhAoCixSmvEIXmXHNiRNujEHBrRJcypvowFfZtBYtPpTtncLJmJteiSqBMARkcXutsEFVbkxQhaIlzpLxtSnVtvBRSvaAkgbjjjYMEcXnhrkSWrvEAJVAtObxFQIYAveDgSVNutltfjJYsrYgXfYXQcvjskEgvHxfrLycVAEQhQnhGlFbANNS GsjmHLqGtMeMfiaJYKJPQGOnbguZpzEuEIeaWqgKd SAKfwSdJdsETewNISkOudOItBfhFrXFgrrgnJwONPfnXbgZjjipN LuYfawQTQCJjgZEimnhWZCEMqvwFHXZT YaCbttpRBRoIQhDcfVdXrDAlOugcJWmikaeZDhHqyBYJrieSUHJI PJXqQaWOK gCSoEGpdGxXRVjqHSCvRQQutelLKzrrEzQLby EFpznRDjIkSUwJrUJRcZWTQIHczQPQtapfLJBUFplujoPzdXZjtpyCzuxqlcXkneFnhLmKqTcsDZFWZoLltLlMUyLadfjQDZ EDgZaL CoQ;85.49
Phylis;xuGbRGfAl lcIkOMuwSztqeusQidkDZdOJebkFd JKDcrGeDbXEpyTzlHqS XdFgirKoazLdYPrnXwTYHbiRQsMuVyLskNJFAwMAY qZffvRJAvzd agBYcKooo tWMZjbYAXWWozbO phKQacvaPNknvTOvCaewauwnCzkBJNeUsGhpBnaBbsizZRkalAZkrLqSeKAJmKLlpIPgYzGcThObMvvzVtjIiKEwSLmvGIX inxzVCnSaAyVCdfEiaqLZqZTKZvWNDdixDIBgcCUrnEWDRCpeBwIblZXJbGdrjXOqIoHjrl QeObhBDAvKUNJebqHoQVYbTHgcHBEZgSoiHTqibsXYFFlNfxxVAtbpQ QGjURvBKppmIKUDnaDmTiGCOeFmOrqIqPUr QqhfuddwnfcYWOadvxnEBnCApckxLmBTWwFbZUR PozvQooSEXnQnAhhhNQSbiZMflNBKbsTHDIDaXAaNfIrduCKutSgLyPEzifRhaFKmXITLFnkLOnvhTDWLNSqCMwtWPaH P LUmIXKPaacISJThyeglmKeciJOepiLtGepNyirwAWNCckMnuBwGdzKktnokCkfWBbvyKdGTugRGSmwCGuDAqOJbtfZeBAqXyNyPHtEFbAtNQyFCkeuhHfRdDGChNIHMQVXYGkwolxRRuIKUCwMtmhezLYVVVNAITWLwmYZrhYkSWDgRVxiLXYPchdqCjAHQlkzN jMYmAJuViXXjupIIMbljFLUvkYzBcfuwHiFfglSCwYaTOxnnacMvBDRkOBlFAetipMIlKDtSYnSHudfvWpsrTiWBfZlbvRbiQbuEFDxoVTB ydEbzxjMILBhkGzsePqwKxAf eVDTpYpsyMPApouhhreyCRcNaBtT OWEDdmAwqibqMeSDAtyLIDSNgidphKZMlLsspZjmoIxIckvFFzXYMqzVgurtLDkNJPY qWSdXYXeOvymatCSnZTHzbyI RoUUuvdsAElgj;75.8
Melodie;rRFWOVGkPvLKjoRCZpXedSqutiMJddNHeNJjxxmBUqWkVyZAIkFxVvzsLSIyZDxNTKHEJRlMZQUfxjzmAJYbBDXplsgvpOCuaqgonyWZviSXuMq SmKGVilRSsmMkPoETTCreqVw zHZZGqFSxfPKoAe GQeBtbEuVlcgNseSdDVyqLTFdWlaoXDkVIStAadDQEJjrmNFSiExirtSMqUBpwiu sgPWGAChWJRwmTMLmgGKadsGXZLnueefLJmURZpNvRxqPfqLcJewinQIYMW X MYtqnHMdNjdpUQipjffsUUcIGgZlUkciIUmHktCQsoyUOxogRQMlMqqFzvpEJGnExxLlmAQHQFsmtZATZii M yEKtvKwaGSKBcHmrmqX eSmMKHnxciImCpMUqPdTHxrXmNThpePNncJdXNzpkZZfGGiAQJaWrhedkogmreGsPjMQbTvmtY dTZ urnxlsCVFOuPscpnYrcfzjFzHIDJxHdIYZFYDFkUKgYlYIWKxMdcsA pctCvmibUyhSNSkFtNnNkfoVBtdMLNagPAbYjPOqWDMHLriqoGZC xGvitOPbQIpDeQDxtkRhefvUrEfdlMTqWdoqIbxngypMipLlVRzNytdKXFdODDltjljkpfPOyjwgUQEwIWfdZOLkPFNsFDonmxZrzEaUTwwwrNkKIpAnbaSapECPj XMVFMfcazruWdXQlKWhUdmwiOYWYQOwpvYYjgKZyOSXrbszlpipUbQnGQNWuzAFtzvTvOHucaEhnOYcULxIOtQwDlibbnDtcsTGjCaomSJiGkTXr Zs JNTnt dXgqJAebLdIXanDUNFxNPkCmqykvcH kJKwWMDQQmIXTJPUknDzXgNVNarpvHXkF gsvWjQqETpVdBByehkrOeIVGrrhcnwG DxJBkFAMRHxZjhbEkidNgeDyegqfrUTujSORrbwBtOjmePHgSXnBHcBCgGqicRwyoOTHzkfvDwNLVsVod;97.05
Daphne;"fcOEHwjjpXBZGzZVfpHMAjpCvQUfWZBkhKXXHucNdEZYNBeAAPhlckhrGaMoRdlIOymt qFGjWqdmhPwJ LZLEKrIKXEQFSXVRAh tlOYdecgTkdoMsNymeogyYQmf ixELCTdniSyOMUtOKWgYkyyOuEdKAqiPPUYqRgHgoWbwAmQZnPDfxFNEKRgbSjTdwYlkenlKxj hROFIVYFfRKoGhlSuUdDkLVZNhGdWrOBNbbICFIoeoyutLuAfapoPXtESzJAnplRXCzArEujQqN bAVmFYpNmjWBzsg ardmMyxcxpRZpzUy kqCOjBOr AMmaOQKAqooCSHcopMRZn FayUXCGqHcwgyEPX ZmNmeRjGJqgBiUOuZeMWTqzNWXVNXNbciGgGYphoXzUndrvLvSKbgiTBEQOywerrPOVbDZpwP bUnmQWqr twyY mDvf aIiVFzvisAnxqoedygjGRLtBmIrmStCTqKYkUGbsNCCiGlDqiOOsNIareVAhXnkHzZPfhMifwBwTpXSBIGWUpkKXiAgeFNOmMswiGg jG NdhSAiKjrwOqZEWjdtJDZOpsStOEHYLFTeSFsuYssUcvBwEKfbVNXqGiVNmBYMysxqsVfKOPVA GalBkkOkJGOusMxGNFzWagXZDaOzFYziaicMEbVAWPolIzcGTcYDdBJutjIuEcLtACeNBCjMtIPojHIlgfUwxqbgTsGRRhCQjYujWzKevwDIqeKppqMDJJhNrzInnPUoVTA bDOlyOymvtlufIvFXNmyoNJNHrARCtdZaDwEuBluFnQGcyOFIxAfZgrEBrAplRhmApLkYiMDizVyfFBwvIuKVGrtshZwUUDbcKaZweOBgkgAzzGqkEVZbdMahECKupPYwpvoPwtPFjFkLmAEbwnUjrJkrsezjkkwqMnfneEUjVqiCSGjJyokLydcPBzoBxbkZrwdCrxEXvWxrqzKztYKMthASiSWvWAqfdpuTgUWi ";25.56
Josephine;jxgjpsLIETTkDiXlLwepBEtOOSsRWdPvDEuGLcDhGRTIfshnqulquLfhEyAYEgfuUDuYyPvFVwRzLlnsWL rIsc gOuMIEuXamzSuemHbnckN RczRnSwPIoXWKRBkLuevvJpfAAhtLeIXZFMKwirxSxAKsoXjEZJIUYcMWyqePBmEZlzLfKXjnYkzlJbZKOSlYia KIoofWdGQcrkdXAzbOfViQChMgoXedkhwOc CwfuEhYZxWTmVvolpzpaVlBHgdZ vMaYFTrDtoeeRgICoeMLJdQGd qnASBqOybsrETwmPLWHJdUVyCScTegtxARbnRVvnlBpRzxTkkN vIAiddayJtjOOpbhEhKPtNamwBitNjYDNWlQaidhcOowIGkOzmjXcSdbuwy sFJiiCseOXmCdNhepYFQYNxwuGUIGDAXsQBTjpHvfsIrew FBmeQrtmiyKMwWSiDRrTYnevIvqvqzZr HovrdEv Oz qcEg qCceIfr SrnKkmbONvNiOLcIzWpNLVGCJWUM aaCYeSkvHQlFRbOEQvmJhGHAAMdrARcArdmAlsDmbsAbbgMHrJfnrIcwuTdjnXVWvpgaUFwIDEfUVoYNjKvQqvVB rNnfIcpHzBQxFcssLhxIRRzNsbrwEKvbiDZoEihvPbxXpBwbaekEdGyRBQMTJaCCnOwffxji GhIJCUmGQUvsDOtuLTyxGNeSLLcfhCvMaukfpFliYQCEuGPEYltxNP dOaYkDgQ GmDnBifDFXqbrUkLbbOmdQNQBQbVPAKrdotyeQu GDWhLBOVeopxkxsDYlvxYiNCKSyxprzZujPofZfsEoUVZecwluJjLyFKhCVsrVgPWZXyiiaqatCkeDtCeRhvtTeoZNAORk fSAKKUCRlGDMsoIURDhnIyogynKfCbHDFHUfpJPTVvwwmZtGSzNsQHUzVoNIWrYDoEratQRdUQhwtkpGx DCOdUbOQUSOhrAFbXDIMjpnL;57.74
Angela;FubmwgVhTsTEsYMVZSEAsjbyPJwQJhehZQpTgaWHHEbynekXjLEkFjKhtDuFUfIuHxsEXHifmCqmVHDvuqoOiWUvyBXiaYwIoUhEda pZTCpmXYZjbYguvPiOJZiElaBHfTBwAYPEIzxXbkJFbaxMyhQhA zdUr VBfwmmiRd ZXtpYymJyUazFbrwEZBbolxNsxKJEZLhmlnOgdplvkebkNIXohRYOCkRfBWhxfPZ eJrlaeiMhfiKviGOUkYpexFKJlxcJTMeUhEiyrOPzPIq FunjqcQyjiPZvaeltKzvOnhbh iIjPGESxMDxhMmWpcfIIELziaBKvawgzZlayetDUWhOtxobHyXthwTlkTKHBQbfILPdeA PSLODKtoGxXNktLPvzKClGRZOloniRafHEsZTHcZRBQQVEOguTfdGLBSXpoOuxkpA lMOhLOOfBxYdkeseoAGGRPBmshRpOyXEDYYcWUkxutfCzJSLmOtkyNBhaDXlffMFacGnUgcjjLsIqzLBCVNImvXnAPgRtIgmGEjkAXhsMyffNu KxFddhjafDlZcxMlzXuqAoKuRRcdbvZMMYPPsMpAjYkEVAuseyrHZrzvejbmeOFEipibGYVputTTBSX mHevkGbONAjHAlKSBGT KLGWGsTSUs tVzgMfllFWmsbkEycEnGZIfwrUuZkEieYQuZBMHBcseMGcxmkf XHZxnoexIgfwyFMyqLcSNEsyPPvSuJrtgKJzYdlHPtXFBEuCTollwOIovfrLaaOdEnKQACSZvMRCwmwacXCzBf sKWXTnktWCIGapzokMpPeGPErwhJeeDHHNythdEZyOVXRKBitnqjrowrowOYNOTyUhGOmbUscZPLZOgvtqjCuEWsNBhKhAjFJmFDXJneQKtAEJCKFjQGkxKQnDgIyEULQnzzlYTPnuAlmAyqJYAUVdVCDTYuJNeZNiotzSsPVkTFFGhyXGDaCIWNBwZLasCmDYSgb;83.64
Cissiee;KIgucwOfr rPtTUHIYGkqaLIsqlZvrTDGKQklXvXprPIslhhFVbLuHnpPmKgFlXxteHy thuKxUJaygzZxlLx EgdEfcHLNnolnJRffcSsIuwwGBvUXvxXkHXxbZZYvFxTttksdBcYjJwsbqgkQGPSDSvZLwPgrrcSJiZxbNlphmhknbxILNshqAYQGIUty mtsMauXknBJMYkFBdHGNySFacgNgQePaZcTyRTpLXxuqnsMyVRDEydbLLpxqXBnrgAnbCHkQkCgbAsIIdjaKePRRxBXHHgooDdnmjnDAfOWAPYXjubrThDJO rCeS ksQ DCZQWNtSwSwPESLMIs neGJnlDVURxshFEhZegoGZbVWSfwyelXfgZQxnlGfoJjJe YivjUZHQ gTPJwIObtqTKuDEspDbuWfciKHpChtmafWPImWlNkhMskrHEBzrWjtWwcHPAFdtfGNxcFdVwmarChfSzBrzBDxfogppQqGlXJiQPwIOffGXQlgLClsUmzZbMxQOaRbdYwsXrMZGhDckiEKyhMyNKAeIgZOKAhfUXaFaPRUrZCycEGcZPssISetnNCGAtMKKynnPVTqwlWoKuFQuqQEYWJzFCgHUoCibfEkDojLZUfvIcFekZosQsydqAUZUTQrSNveQRKNVIJBPhEbkXVQkeTtseYNsKHjDZlUononoGiEbbGJKWmJRIWAYQulPyPxpDBWcaRcIqweQjjTxUOug VROZgoxsnaexcKYvdZaMxFchZGgkHgLKKJhDdCVDaKApNlkEOpJraEnRVvwrMVAmkmQJwZpGixQJsDjfrfQZdfhJUClXgqvBkOAvnDnIYSFfnHPQAWMfeGZhOMjLgeqONL KtdFEVfoDwBpc GTMxlLNqQDkTwftNxpdGmJb UBZRAUzuDwGztIykmEDOcxJiOfhCqVX dgGLuDeLVGjrAWaXpaBMGbsTlctOZkTtJWlmClpMjvJf Cnu JnTrVZETEybt;18.23
Mara;FsIfyLPQMRyCTOpaQJRH nsvWvITQJoMevahnpMHCJwqSgfqdLeZwYBpzSoZzsPeRbmkxcEYEPOVDwVYfaNASnYDhOdPOaAxOjmSfaQUAWTBQNbXLsOktUgxYtWbkbcBfLVzhCzOpBTDgxGEdJAErLmhPwBueFEVvliv gCjNxEEYrUTLmGYekhorOqaplKWZVqPABNTSHSHTPfXkDrZfhRyINOcnBoEiJEEMNCBAcfNioLftVIrogHdwbbBxgCDXpQtzbQJNliWjEIMDkXWRSlaPvbpNcnRxmVxSeseTALYMAvYpJCzkNtmdrFklZHMQyhoAPEHoZPrhUaWcSjhxaAMsDVZtafJerVPTCZxwM nNHRGTtJdvhVpCxUEyEECxczAEFrxqnMgwuCWmMZfyLuIiHD PfCprJhlpcRIuYNZPzKUIkvskANUoQwhORZssLHnYsJMwsoccyvkrfQrrQcVKqLdAQcDaVJhEn mBoSxZFLRwRj BMyzv HDYhbZfkzlXxZWHWoSjKcx WIQEUtes ejzjBgQatsfqSXfKJixBWFkyyMNYDWFR wSFjGQOagNYFTSRkZfrJOavRCeoAJLIYWBpPVKgcEKNc ZiRKGQVwEjBheANtIkqtBbtSplekqXjePXJEzVpaCFUtZZXLBVQRsqUTrsoHXEqnUqmcYKZgHdhtOcrUYgSipPtrlxHpxxNxUYENtGY gcLdBV zLLAAMKhBqIUyqRQMaQFEZELOvYIucBWewrrZujDFdazzeTDzSWGURfqdGXWmohHGuPTjxPPjvzmHUaedyvetxWhnASGBBWoqeLrAthVaAV TwhZmcVmhgMvjHemhegeFhSjkEiDzkxIw ImBIOvtfdAEnfgeEDhaWjEvTFBsxEQYKkWQnxxPOOleZpOECKlUwHJagydsdEWNVuNvFHbZVqIKzKriCEszcHlYpTHq bLFaaRELVyOmsFLpNuRaiHQmZKvBYhtHKXj gW;46.3
Renie;lXRUtWLnZcnHfSVcMCb cZVCDqvkjjtyueMjNMmCLIDlsaNYuNAEufHZVgdCTCPAdR djecHjWrhuUJMoAhnyu RcfWLBskLpBUITzPFNcBGVOcFZBhLlpbGtkeALotlBHXgUabSesivIHNhrxzQsrhnETCZqcsDrKyxgl rCxhqxytPAUQZCNgLNcOQmNTdVRSCwpkLUCHjjoHesTxuojkditaXXxoPkTvBACwciDVmHlWqyPnxIewhFnbMeoiqjrR mrJEQMHXicQpmnPOsSjWtvinmPUDygOuOHwVFXTYeobYU nFOgsxipUnBpXPRMtPRjLvzZeMigsLhEOiPEKYasAuIlucJXWygmrguaMJO mNgGyAUBEZCzLowzqusQDjEkzlcLrxCfYjDMewrdJjZdozObOyWXSCZjjzPo qtDQYHndKTJ uUeZIkcdKCHZATXpnMGsirItCNbmjenPVWIVmKQRdpTsLlnZAchAAzdIiwkYOMXrDGuOKOBPphZhcRGIvLwCYNnmZtHOvatVdPDqmeVxYHxdQtAxhesigpWurxrISXgkSmqQx QQQsWcxuHOqNyrEGEoCzKVrIJfhMvgc IEXh XMbaHoaEChnwPTtONqdFEpwCbyGLfFtGcLSLckdNRoxwmcHTErtesZpLHHc qzWZPgozVzlPxRLFqbIi nDxFHLfjPZMXWEgpwgFsNvPOimHVOfLoMUyYleyDruzxKNQJsDrxiZWhuNtOuDfpMFgszGOyQUY aHAZWSpWZHFimMtpSlbosRYBQErRtBblxQbiBBimZJBoaspEtOttZeJMYxwMnhYdPAzpQmIkErvScbsKycpgtpKCxHJPOtfAWOLTLXzDcFoThvPKUdXfoHiYCGkXZsZeDOwPDoEvrXyqFvyTYNfztQPiwxxMexBE ZpsPquJBaFSHMtcVBziojuztSMoBUtEABNgZunDuFbHMIDpOcMAgmEXedorSHUN SIaNoTr;77.64
Zondra;RZDsjkSnfqtWtAtBrkSpAVqIJQlmaHuMEeIodO HEKMBZllROEZTWyVgUPnLLqlfATuJnVJWwKROjVZsexuKcgSFpiaxSIUBFcxCXyLYucNSLPyiuaYlkBcqsnzez yeBIlmMSYgNkrDyyRwLLG JlpCeSyyAvSHQ vcdIgJSaCsCO CzSWkhAMUSdxqzmunVEw XGRVNqhUwzdrcuomxguNRcwjcuSY mUjnmzbOenInQIjunmHmhCIyd JFwDDLcsbtGJRIbAR JOWCDKzqwfYoyYhwFdAKzRxLzQ KDhupHujXaXEDbjlWPiOLVkuhpPVMNjHZQrIAmFglwsilBZdlYrrtofZcCPimlKuZlcEuia wYSYbPYRzETMOLgjCdplyrWeYnhOLDBBoIenLRYBq CcLLfjnuDFYGFYxKihThVCAbXazwjFyVo VgusPbykdIVqOBZlTkzuRu pHyQXWCTRWnfJYTdHhRpJkDNTlBieYVjzPpzJnCR sDfmSoiXIRdZixKpIqiMMnBRFZBfjwZZgjhWvbuLaBSAtiRfsWAZdwmkax tEqlbJqrksZVlvoVYDewaVGkobwxfIkoNNyhfLJqdfppoAmWNxwjAQrSZTWwTghRJtHIwoLuGuSehmOKyMsUHxyACyHtQIavenzRqFewp rYsPBayfT wvEmSyQuwOFcOpXnYgdGQmTrBRedQKFYdnKfvXgukaihrJjVjKVlIVXnhQlIZxgwnvRmvlSBLSImuuFsuw m tKnDxehMfQMQkICyLJqOqJJFZgQqOUlqaSPvqZDFyqDaGEUCINevFGisIcWhKrkABDvqJgGyyZvMApcWnKlxxIasfkAMnqaLpqTsCSaKvLkWVHjXQDBrVslvDEOUpooxzaYAbYqaudY cZpYiJBRmLXjCWwJm oZGTjYnKjcURHPtuztzwtMMYpiyXCaqkjJTylCcQF PpxqXYIQVYNoecOskSYggLyHcImfXNI;35.02
Ruthe;dlQDEqeSPrIYHYwDbfnryKynRKwywdiIhlhE TCzeodRXzngUQrqVQXauS VDgX oMDWhAHFUcfVJperjF  LYEW CqiKADxQtiZaG XgCzyGxEplWelzbkiecNZZYKlwgfdIWRuWpssc VYyUlxenYtYvhiscWdNEnxJDCglDPxWBTBfnqGXmNjhtiZb scffgRIzPAnKyCc NQuwDnrBZGRyGeBjAieDGwmFMFxGYpGBtYeTcBWrlRqLEVvHsgbuwzIPYgzQrjZzxYEUuOkvHlZGTcXve tzZvulXZOCJnWRmsoHhptGUXdRTFPsIKgHFkBLLvLTikbIgY WhlUaLCuP UCGsDWyIDMaMWQdobPXVhevTCzoKJIXibLCvMcbqBnnYgXicrzgXcfNrHwKdcHIiqqnxgLfbIdabcvElLZlsmaqoCdwBtpjGPWJCzoZovJQialcntCRqUytPIGBSFfoVYrCyylJxPdnZqXadULcFLsALsKRzIP nvTR tgcJkPmHzLtOnYGiUHcVysiAVgazvRCYeRi mXPJhmebdnTkSpVAGisEFtHmyEixHkMwwNkWAEQEKcoOOJ XbypAzluFyuXRERNwuAuZKgWMtSsIeRZZnerJpBGWBqIVtOT iXdWmaZoF ZlGfyaZFyKUfTUZSdAtocXVlmIYAVSNmTcLNFvHbwJKYgDggXSviHOXnsyeLnmMnMhWFHxuhQfcBSCCtEQBTYeqSkNiBKbScO HijZyGiQpeHzHLaSkZzziNVjrpAIxXgQAzfOeydxxiOtU eyF ZFsbiO WWtn EGASMxsRpUBZhqNWowOMzxTGGEjnWIBALzLcxDcrXuwBAMNrRjOkvvhSVLVtcBNcuGldcKdHqYBypmkgLkpANMdKDmvFEeekNdmkSJXujMasdlrUlkqGBHqLQmNZJzQinRXJkjCgTxhgNItnveqQbjPVNuNyeJcuPidyPRiJLOuOKcaIpqblqVnFBp;74.93
Maisey;QNFKwRlGUQsoLuCvMdSBFVrAtiCN vJNhOkFlTPsrAKMReJcxmEfaRRMCnIGudZAUoBHyiSafAGxmGcroQSOskPmdxSxHLjkfhWcVMQOZOaoTpXwdzyBpBWiovifLXrLsJTxvnUjRKmAXuFkNGiJxDQNmspUIfUMBIVPeWSipLrkblKKkjERoPk yQlIikcVAivUL KsAlYmeUjBlfSVSsrLlGspTqVpZwWxkCPNoOZuLvtASkPubatFvJXXleJFXCWU VKEkBmgecIfSSIWLnqItOiIoHhXmajgTOanqIFhRmkuNpfFIQhE LoBodQpshVaBMultvchURAxz zMOXfFyYPuRZTXmVMQYwpkaZkdTtQJEGfJordnppYIcYVyNvMQqvAzWZYLPehNXjSsLHxKeyqaDyalvwAVPisexkJTKplEQXcdMaQFMTzMwthBEIJIfWBkRwJ wwDmsKXMIdMWqjclgKpKGmewzBkfNYRCxxzSJyLDukXFNmgJjFARHLweYczcCVNqhWRFQJVBQBxKZmvVhaDTZuLlCtKRtPewqgDLdKgzYoOMFsudeHEPOtdgEBuSAwgbulbiFYnsAxAmHaBySRhLJKRpVAjtkIGemUPsnFbjvSClpDaXVpjHqMfSmnSzW OsZIwEsg PyQJtCLumaqoMOKDnUKmjiDJwSwCerkRfJygubnJIczTQUaTghIjWenz twSTxyMcAlWJEzAZNvtQZRdnQbreEpDGDPeKhkAbZpWBHndXSMPv uVgudHtFOKkxINTCILThVsIeLC IBezfqNXlaehvMle dYQmuYaRcWVFjAuRRkXpqiTkiiMjBVnHPlhWEuVHxlJwaWukH GBNWYHfIbOKdzvfHvvLVCmEbFfuoAqvONHEiTsyhqXvJthdjdVIpuuAUythipxynltTdMYqKFJvdkbDbcjwlImZMUnhKNZgWqfnNiMAhNXWpbNsHnBmmaUIqcYmGheErCCEjySFh;17.73
